src_bytes,dst_bytes,logged_in,is_guest_login,is_host_login,dst_host_count,class
145,0,0,0,0,3,normal
8,0,0,0,0,1,anomaly
353,7262,1,0,0,66,normal
221,756,1,0,0,255,normal
0,0,0,0,0,255,anomaly
45,136,0,0,0,255,normal
338,256,1,0,0,150,normal
146,105,0,0,0,138,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
238,2698,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
45,150,0,0,0,203,normal
0,0,0,0,0,255,anomaly
311,26340,1,0,0,80,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
38,54,0,0,0,255,normal
390,7872,1,0,0,9,normal
45,126,0,0,0,255,normal
0,0,0,0,0,255,anomaly
43,125,0,0,0,255,normal
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
321,867,1,0,0,143,normal
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
221,35096,1,0,0,5,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
11895,1359,1,0,0,201,normal
298,5175,1,0,0,32,normal
306,259,1,0,0,3,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
12,0,1,0,0,93,normal
244,994,1,0,0,169,normal
0,0,0,0,0,255,anomaly
45,109,0,0,0,255,normal
965,0,1,0,0,255,normal
2194619,0,0,0,0,93,normal
295,2113,1,0,0,255,normal
222,267,1,0,0,27,normal
147,105,0,0,0,255,normal
45,45,0,0,0,255,normal
162,19994,1,0,0,8,normal
211,2251,1,0,0,255,normal
1907,366,1,0,0,50,normal
18,0,0,0,0,1,anomaly
2635,328,1,0,0,117,normal
0,0,0,0,0,194,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
46,46,0,0,0,255,normal
0,0,0,0,0,3,normal
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
298,2275,1,0,0,255,normal
206,337,1,0,0,255,normal
0,0,0,0,0,255,anomaly
284,681,1,0,0,13,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
204,297,1,0,0,255,normal
292,3480,1,0,0,255,normal
30,0,0,0,0,182,normal
0,0,0,0,0,255,anomaly
292,2572,1,0,0,255,normal
250,1215,1,0,0,217,normal
15722,0,1,0,0,165,normal
0,0,0,0,0,255,anomaly
28,0,0,0,0,255,anomaly
324,9572,1,0,0,255,normal
0,0,0,0,0,255,anomaly
243,910,1,0,0,2,normal
1460,4152,1,1,0,227,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
303,2495,1,0,0,7,normal
44,73,0,0,0,255,normal
0,0,0,0,0,17,normal
45,45,0,0,0,255,normal
0,0,0,0,0,167,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
740,0,1,0,0,89,normal
0,0,0,0,0,255,anomaly
338,238,1,0,0,2,normal
1534,401,1,0,0,255,normal
1032,0,0,0,0,255,anomaly
1081,377,1,0,0,87,normal
78,0,0,0,0,255,normal
46,139,0,0,0,255,normal
64,0,0,0,0,41,normal
8,0,0,0,0,2,anomaly
740,0,0,0,0,124,normal
1,0,0,0,0,255,anomaly
10,147,0,0,0,255,normal
226,1705,1,0,0,255,normal
204,2400,1,0,0,148,normal
45,74,0,0,0,255,normal
0,0,0,0,0,255,anomaly
2077,328,1,0,0,211,normal
1,0,0,0,0,196,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1030,0,1,0,0,255,normal
309,4281,1,0,0,21,normal
46,112,0,0,0,168,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
259,0,0,0,0,173,normal
495,0,1,0,0,1,normal
0,0,0,0,0,255,anomaly
46,138,0,0,0,255,normal
299,392,1,0,0,191,normal
306,1320,1,0,0,228,normal
0,0,0,0,0,255,anomaly
280,290,1,0,0,255,normal
2194619,0,0,0,0,151,normal
5891,0,1,0,0,243,normal
0,0,0,0,0,255,anomaly
105,146,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,132,0,0,0,255,normal
0,0,0,0,0,255,anomaly
611,331,1,0,0,255,normal
2143,328,1,0,0,197,normal
1874,0,1,0,0,7,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,127,0,0,0,255,normal
0,0,0,0,0,255,anomaly
151,1946,1,0,0,6,normal
228,1271,1,0,0,30,normal
2094,329,1,0,0,92,normal
1370,333,1,0,0,125,normal
54540,8314,1,0,0,74,anomaly
105,146,0,0,0,5,normal
1473,4152,1,1,0,110,normal
154,30328,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
223,1208,1,0,0,99,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,4,anomaly
11430,1383,1,0,0,6,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,64,anomaly
217,931,1,0,0,25,normal
0,0,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
221,337,1,0,0,18,normal
306,2072,1,0,0,149,normal
1032,0,0,0,0,255,anomaly
954,328,1,0,0,40,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
328,788,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
291,4858,1,0,0,255,normal
110,44,0,0,0,30,normal
332,3085,1,0,0,255,normal
0,0,0,0,0,255,anomaly
89,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,6,normal
2932,327,1,0,0,100,normal
0,0,0,0,0,255,anomaly
239,501,1,0,0,5,normal
301,310,1,0,0,11,normal
8,0,0,0,0,3,anomaly
236,667,1,0,0,59,normal
18,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
46,127,0,0,0,255,normal
1821,332,1,0,0,135,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
213,2731,1,0,0,16,normal
212,5790,1,0,0,72,normal
201,468,1,0,0,2,normal
0,0,0,0,0,255,anomaly
35,130,1,0,0,29,normal
1,0,0,0,0,255,anomaly
317,15675,1,0,0,255,normal
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
307,5669,1,0,0,30,normal
0,0,0,0,0,255,anomaly
59,0,1,0,0,137,normal
294,220,1,0,0,7,normal
344,12009,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
309,3537,1,0,0,142,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
190,4918,1,0,0,255,normal
3019,387,1,0,0,255,normal
200,2710,1,0,0,5,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
848,332,1,0,0,168,normal
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
8,147,0,0,0,255,normal
282,334,1,0,0,255,normal
0,0,0,0,0,7,anomaly
8,0,0,0,0,4,anomaly
1232,2449,1,1,0,246,anomaly
240,484,1,0,0,43,normal
214,788,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
247,1680,1,0,0,227,normal
46,133,0,0,0,245,normal
226,1195,1,0,0,7,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,94,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
218,683,1,0,0,255,normal
295,5077,1,0,0,23,normal
240,564,1,0,0,255,normal
213,4861,1,0,0,1,normal
9,0,1,0,0,36,normal
1339,276,1,0,0,110,normal
1567,2857,1,0,0,1,anomaly
0,0,0,0,0,255,anomaly
220,767,1,1,0,70,normal
0,0,0,0,0,255,anomaly
194,679,1,0,0,10,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
0,0,0,0,0,200,anomaly
214,1533,1,0,0,132,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1101,332,1,0,0,122,normal
0,0,0,0,0,255,anomaly
372,12818,1,0,0,136,normal
0,0,0,0,0,255,anomaly
63,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
234,11864,1,0,0,52,normal
0,0,0,0,0,255,anomaly
337,474,1,0,0,16,normal
5891,0,1,0,0,216,normal
1254,2451,1,1,0,255,anomaly
260,391,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,37,normal
312,839,1,0,0,223,normal
46,75,0,0,0,255,normal
224,574,1,0,0,16,normal
0,0,0,0,0,255,anomaly
308,2507,1,0,0,115,normal
46,86,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
252,1628,1,0,0,41,normal
159,9569,1,0,0,9,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
221,269,1,0,0,169,normal
296,1761,1,0,0,255,normal
0,0,0,0,0,255,anomaly
211,2181,1,0,0,17,normal
248,16626,1,0,0,255,normal
43,43,0,0,0,255,normal
184,21900,1,0,0,10,normal
1032,0,0,0,0,255,anomaly
219,7734,1,0,0,7,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
28,0,0,0,0,208,anomaly
0,0,0,0,0,146,anomaly
7,225,0,0,0,75,normal
224,3970,1,0,0,130,normal
324,258,1,0,0,255,normal
328,418,1,0,0,255,normal
234,2750,1,0,0,255,normal
296,715,1,0,0,214,normal
146,105,0,0,0,255,normal
8,0,0,0,0,2,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
334,1694,1,0,0,255,normal
35,130,1,0,0,180,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,141,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,217,normal
46,46,0,0,0,255,normal
291,321,1,0,0,255,normal
331,278,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
985,334,1,0,0,159,normal
54060,7300,1,0,0,19,anomaly
323,7355,1,0,0,209,normal
0,0,0,0,0,255,anomaly
2276,337,1,0,0,34,normal
520,0,0,0,0,207,anomaly
54540,8314,1,0,0,105,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,1,anomaly
0,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
45,111,0,0,0,255,normal
567,0,0,0,0,152,normal
350,2716,1,0,0,255,normal
0,0,0,0,0,255,anomaly
304,2507,1,0,0,150,normal
240,1469,1,0,0,255,normal
0,0,0,0,0,255,anomaly
1032,0,0,0,0,161,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
105,0,0,0,0,255,normal
205,6096,1,0,0,255,normal
194,0,0,0,0,186,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
48,48,0,0,0,41,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,239,anomaly
169,8147,1,0,0,9,normal
0,0,0,0,0,255,anomaly
192,0,1,0,0,21,normal
0,0,0,0,0,255,anomaly
197,2543,1,0,0,255,normal
852,0,1,0,0,255,normal
0,0,0,0,0,255,anomaly
209,809,1,0,0,255,normal
602,285,1,0,0,140,normal
0,0,0,0,0,255,anomaly
867,387,1,0,0,255,normal
832,338,1,0,0,14,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
466,3177,1,0,0,2,normal
30,0,0,0,0,39,normal
225,18273,1,0,0,2,normal
8,0,0,0,0,1,anomaly
28,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
884,0,1,0,0,255,normal
234,301,1,0,0,3,normal
246,0,1,0,0,1,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
303,2239,1,0,0,255,normal
0,0,0,0,0,133,anomaly
355,1091,1,0,0,41,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
17,17,0,0,0,255,normal
10044,0,1,0,0,219,normal
0,0,0,0,0,255,anomaly
43,125,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,156,normal
0,0,0,0,0,181,anomaly
368,771,1,0,0,27,normal
171,409,1,0,0,85,normal
1032,0,0,0,0,255,anomaly
18,0,0,0,0,1,anomaly
0,0,0,0,0,51,normal
233,1867,1,0,0,164,normal
215,1761,1,0,0,255,normal
44,133,0,0,0,255,normal
43,81,0,0,0,79,normal
0,0,0,0,0,2,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
105,146,0,0,0,255,normal
0,0,0,0,0,255,anomaly
44,129,0,0,0,255,normal
8,0,0,0,0,1,anomaly
0,0,0,0,0,82,anomaly
228,7333,1,0,0,1,normal
0,0,0,0,0,255,anomaly
238,3862,1,0,0,43,normal
0,0,0,0,0,255,anomaly
218,483,1,0,0,255,normal
1032,0,0,0,0,255,anomaly
219,788,1,0,0,255,normal
0,0,0,0,0,255,anomaly
261,585,1,0,0,255,normal
0,0,0,0,0,255,anomaly
3745,4026,1,0,0,23,normal
244,1719,1,0,0,125,normal
45,75,0,0,0,255,normal
1032,0,0,0,0,255,anomaly
201,458,1,0,0,255,normal
235,2698,1,0,0,255,normal
256,2851,1,0,0,255,normal
42,78,0,0,0,255,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
309,757,1,0,0,166,normal
0,0,0,0,0,255,anomaly
253,3030,1,0,0,15,normal
46,46,0,0,0,255,normal
1,0,0,0,0,255,anomaly
171,831,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
127,0,0,0,0,20,normal
271,406,1,0,0,255,normal
298,2809,1,0,0,62,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
43,133,0,0,0,255,normal
224,8557,1,0,0,16,normal
95,0,1,0,0,22,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
325,741,1,0,0,41,normal
231,670,1,0,0,255,normal
0,0,0,0,0,155,anomaly
224,403,1,0,0,52,normal
341,604,1,0,0,255,normal
192,0,1,0,0,37,normal
5133876,0,1,0,0,4,anomaly
4316,0,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,4,0,0,0,16,normal
207,324,1,0,0,72,normal
243,332,1,0,0,64,normal
0,0,0,0,0,255,anomaly
45,77,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
264,28362,1,0,0,23,normal
0,0,0,0,0,255,anomaly
567,0,1,0,0,150,normal
226,7303,1,0,0,2,normal
230,767,1,1,0,255,normal
7,225,0,0,0,77,normal
335,14638,1,0,0,255,normal
233,345,1,0,0,255,normal
520,0,0,0,0,68,anomaly
0,0,1,0,0,116,normal
216,412,1,0,0,6,normal
244,198,1,0,0,255,normal
0,0,0,0,0,255,anomaly
1722,438,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
209,0,1,0,0,33,normal
325,2897,1,0,0,46,normal
146,105,0,0,0,255,normal
44,78,0,0,0,255,normal
288,3848,1,0,0,55,normal
216,2526,1,0,0,78,normal
245,266,1,0,0,22,normal
0,0,0,0,0,255,anomaly
516,4,0,0,0,255,normal
768,333,1,0,0,240,normal
44,44,0,0,0,255,normal
220,695,1,0,0,255,normal
0,0,0,0,0,62,anomaly
344,8486,1,0,0,222,normal
211,21556,1,0,0,3,normal
516,4,0,0,0,244,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
284,13038,1,0,0,8,normal
213,414,1,0,0,23,normal
0,0,0,0,0,255,anomaly
516,4,0,0,0,255,normal
0,0,0,0,0,255,anomaly
317,1039,1,0,0,128,normal
0,0,0,0,0,255,anomaly
245,0,0,0,0,141,normal
0,0,0,0,0,255,anomaly
1022,331,1,0,0,231,normal
0,0,0,0,0,255,anomaly
1533,4152,1,1,0,214,normal
310,9238,1,0,0,129,normal
174,4267,1,0,0,45,normal
38,130,1,0,0,67,normal
0,0,0,0,0,255,anomaly
313,2033,1,0,0,53,normal
0,0,0,0,0,52,anomaly
19,0,1,0,0,123,normal
0,0,0,0,0,1,anomaly
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,118,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,99,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,5,normal
52,1066,1,0,0,105,normal
0,0,0,0,0,255,anomaly
182,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
331,885,1,0,0,255,normal
520,0,0,0,0,255,anomaly
301,392,1,0,0,72,normal
199,530,1,0,0,255,normal
45,111,0,0,0,74,normal
1489,475,1,0,0,238,normal
0,0,0,0,0,255,anomaly
78,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
281,1395,1,0,0,255,normal
0,0,0,0,0,34,normal
5319,0,1,0,0,156,normal
234,3076,1,0,0,6,normal
0,0,0,0,0,168,anomaly
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
261,7816,1,0,0,86,normal
0,0,0,0,0,255,anomaly
1,26,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
516,4,0,0,0,255,normal
54540,8314,1,0,0,26,anomaly
215,0,0,0,0,193,anomaly
313,2698,1,0,0,255,normal
0,0,0,0,0,255,anomaly
1201,332,1,0,0,54,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
9178,0,0,0,0,110,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1032,0,0,0,0,150,anomaly
0,0,0,0,0,255,anomaly
18,0,0,0,0,3,anomaly
0,0,0,0,0,255,anomaly
317,458,1,0,0,255,normal
147,105,0,0,0,255,normal
208,6845,1,0,0,38,normal
0,0,0,0,0,255,anomaly
383,0,1,0,0,21,normal
258,9720,1,0,0,30,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
1687,366,1,0,0,170,normal
8,0,0,0,0,1,anomaly
516,4,0,0,0,227,normal
0,0,0,0,0,54,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
45,135,0,0,0,255,normal
281,1976,1,0,0,143,normal
727,327,1,0,0,222,normal
1711,487,1,0,0,255,normal
95,0,1,0,0,255,normal
216,1651,1,0,0,255,normal
43,133,0,0,0,127,normal
226,1429,1,0,0,115,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
215,288,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
102,0,0,0,0,11,normal
0,0,0,0,0,8,anomaly
1032,0,0,0,0,255,anomaly
313,297,1,0,0,3,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
287,903,1,1,0,61,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,198,anomaly
45,127,0,0,0,255,normal
0,0,0,0,0,255,anomaly
242,2317,1,0,0,72,normal
0,0,0,0,0,89,anomaly
5929,0,1,0,0,72,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
294,1536,1,0,0,144,normal
309,1528,1,0,0,255,normal
322,4137,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
363,1554,1,0,0,255,normal
796,331,1,0,0,238,normal
0,15,0,0,0,255,normal
199,530,1,0,0,163,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
308,1608,1,0,0,64,normal
3227,36853,1,0,0,132,normal
44,192,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
616,329,1,0,0,255,normal
236,189,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,30,anomaly
0,0,0,0,0,255,anomaly
361,777,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,75,anomaly
42,127,0,0,0,255,normal
0,0,0,0,0,255,anomaly
1482,4152,1,1,0,194,normal
202,1271,1,0,0,151,normal
147,0,0,0,0,35,normal
0,0,0,0,0,255,anomaly
105,1395,1,0,0,253,normal
46,76,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1,74,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
315,1428,1,0,0,190,normal
0,0,0,0,0,255,anomaly
336,2102,1,0,0,255,normal
0,0,0,0,0,4,normal
44,113,0,0,0,255,normal
239,1423,1,0,0,255,normal
44,44,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
307,12304,1,0,0,110,normal
287,903,1,1,0,221,normal
29,0,0,0,0,54,normal
233,261,1,0,0,255,normal
0,0,0,0,0,255,anomaly
316,21778,1,0,0,38,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,4,normal
213,3938,1,0,0,38,normal
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
46,132,0,0,0,255,normal
0,0,0,0,0,26,normal
224,1645,1,0,0,178,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1192,331,1,0,0,255,normal
306,304,1,0,0,58,normal
339,1619,1,0,0,18,normal
0,0,0,0,0,255,anomaly
220,1032,1,0,0,151,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1,0,0,0,0,240,anomaly
207,19950,1,0,0,17,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
10,39,1,0,0,188,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
43,69,0,0,0,255,normal
259,115374,1,0,0,39,normal
1136,332,1,0,0,21,normal
1032,0,0,0,0,181,anomaly
218,12235,1,0,0,29,normal
0,0,0,0,0,255,anomaly
43,76,0,0,0,255,normal
1506,4152,1,1,0,9,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1438,385,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,73,0,0,0,255,normal
46,133,0,0,0,255,normal
233,2698,1,0,0,255,normal
222,1761,1,0,0,2,normal
1263,2451,1,1,0,242,anomaly
44,113,0,0,0,63,normal
0,0,0,0,0,255,anomaly
321,1425,1,0,0,255,normal
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
224,1415,1,0,0,48,normal
0,0,0,0,0,255,anomaly
283,5969,1,0,0,213,normal
249,976,1,0,0,255,normal
285,10053,1,0,0,20,normal
1199,376,1,0,0,204,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,231,anomaly
46,112,0,0,0,79,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
342,255,1,0,0,255,normal
313,1287,1,0,0,103,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
236,258,1,0,0,54,normal
54540,8314,1,0,0,52,anomaly
226,430,1,0,0,89,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
321,737,1,0,0,255,normal
1790,363,1,0,0,141,normal
54540,8314,1,0,0,255,anomaly
0,0,0,0,0,255,anomaly
43,72,0,0,0,255,normal
5133876,0,1,0,0,4,anomaly
0,0,0,0,0,255,anomaly
1228,335,1,0,0,36,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
203,6696,1,0,0,100,normal
0,0,0,0,0,255,anomaly
145,30262,1,0,0,255,normal
0,0,0,0,0,255,anomaly
220,619,1,0,0,255,normal
294,3989,1,0,0,11,normal
298,2322,1,0,0,255,normal
45,70,0,0,0,255,normal
0,0,0,0,0,2,normal
146,105,0,0,0,255,normal
0,0,0,0,0,255,anomaly
301,1671,1,0,0,248,normal
0,0,0,0,0,255,anomaly
201,596,1,0,0,20,normal
0,0,0,0,0,25,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
332,400,1,0,0,92,normal
155,9618,1,0,0,107,normal
4316,0,1,0,0,17,normal
18,0,0,0,0,3,anomaly
44,80,0,0,0,255,normal
637,0,1,0,0,122,normal
233,493,1,0,0,20,normal
46,140,0,0,0,255,normal
0,0,0,0,0,8,normal
285,347,1,0,0,238,normal
155,3902,1,0,0,37,normal
46,71,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
45,78,0,0,0,255,normal
0,0,0,0,0,9,normal
0,0,0,0,0,255,anomaly
1576,387,1,0,0,255,normal
0,0,0,0,0,255,anomaly
304,9585,1,0,0,255,normal
147,4843,1,0,0,23,normal
0,0,0,0,0,255,anomaly
306,1075,1,0,0,255,normal
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,237,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
238,794,1,0,0,99,normal
2068,334,1,0,0,20,normal
208,6428,1,0,0,2,normal
229,9333,1,0,0,255,normal
0,0,0,0,0,255,anomaly
211,976,1,0,0,25,normal
235,32795,1,0,0,176,normal
0,0,0,0,0,246,anomaly
206,891,1,0,0,22,normal
0,0,0,0,0,255,anomaly
225,513,1,0,0,255,normal
195,12714,1,0,0,5,normal
1,0,0,0,0,255,anomaly
20,0,0,0,0,1,normal
212,6134,1,0,0,6,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,255,anomaly
0,0,0,0,0,255,anomaly
237,394,1,0,0,1,normal
226,2431,1,0,0,87,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,70,0,0,0,255,normal
